"Johnson,S. Elizabeth",Professor of Art,Art Department,"1992, B.A., Williams College","1995, M.F.A., University of California, San Diego",
"Johnson,Stewart D.",Professor of Mathematics,Mathematics and Statistics,"1979, B.A., Fort Lewis College",,"1985, Ph.D., Stanford University"
"Johnson-DeBaufre,Melanie",Croghan Bicentennial Visiting Professor of Religion,Religion Department,"1988, B.A., Eastern University","1992, M.Phil., Harvard University","2002, D.Th., Harvard University"
"Johnston,Walter A.",Visiting Assistant Professor of English,English Department,"2002, B.A., Bard College","2007, M.A., Princeton University","2012, Ph.D., Princeton University"
"Jones,Kevin M.",William Edward McElfresh Professor of Physics,Physics Department,"1977, B.A., Williams College",,"1983, Ph.D., Stanford University"
"Josephson,Jason A.",Associate Professor of Religion,Religion Department,"1999, B.A., Hampshire College","2001, M.A., Harvard University","2006, Ph.D., Stanford University"
"Just,Peter",Professor of Anthropology,Anthropology and Sociology,"1972, B.A., University of Chicago","1979, M.A., University of Pennsylvania","1986, Ph.D., University of Pennsylvania"
"Kagaya,Shinko",Professor of Japanese,Asian Studies Department,"1989, B.A., Aoyama Gakuin University","1991, M.A., Ohio State University","1999, Ph.D., Ohio State University"
"Kangas,William R.",Assistant Professor of Physical Education and Head Men's Ice Hockey Coach,Athletics Department,"1982, B.A., University of Vermont","1994, M.Ed., Massachusetts College of Liberal Arts",
"Kapadia,Aparna",Assistant Professor of History,History Department,"1998, B.A., Saint Xavier's College, Mumbai Uni","2005, M.Phil., Jawaharlal Nehru University","2010, Ph.D., University of London"
"Kaplan,Lawrence J.",Halford R Clark Professor of Natural Sciences,Chemistry Department,"1964, B.S., University of Pittsburgh",,"1970, Ph.D., Purdue University"
"Karabinos,Paul M.",Charles L. MacMillan Professor in Natural Sciences,Geosciences Department,"1975, B.S., University of Connecticut",,"1981, Ph.D., Johns Hopkins University"
"Kassin,Saul M.",Massachusetts Professor of Psychology,Psychology Department,"1974, B.S., Brooklyn College","1976, M.A., University of Connecticut","1978, Ph.D., University of Connecticut"
"Kelanic,Rosemary A.",Assistant Professor of Political Science,Political Science Department,"2002, B.A., Bryn Mawr College","2003, M.A., University of Chicago","2012, Ph.D., University of Chicago"
"Kelsey,Christiann L.",Assistant Professor of Physical Education and Head Women's Volleyball Coach,Athletics Department,"2000, B.S., Purdue University","2012, M.S., Northeastern University",
"Kelton,Aaron E.",Assistant Professor of Physical Education and Head Coach of Football,Athletics Department,"1991, B.S., Springfield College",,
"Kent,Kathryn R.",Professor of English,English Department,"1988, B.A., Williams College","1993, M.A., Duke University","1996, Ph.D., Duke University"
"Kieffer,Bruce",Professor of German,German and Russian Department,"1973, B.A., Columbia University",,"1979, Ph.D., Princeton University"
"Kieffer,Elizabeth A.",Lecturer in German,German and Russian Department,"1977, B.A., Rutgers University",,
"Kiel,Douglas M.",Assistant Professor of American Studies and Faculty Affiliate in History,American Studies Program,"2005, B.A., University of Wisconsin, Whitewater","2007, M.A., University of Wisconsin, Madison","2012, Ph.D., University of Wisconsin, Madison"
"King,Richard J.",Lecturer in Maritime Studies,Williams-Mystic Program,"1992, B.A., Drew University","2004, M.A., Wesleyan University","2006, Ph.D., University of Saint Andrews"
"Kirby,Kris N.",Professor of Psychology,Psychology Department,"1985, B.A., Marshall University",,"1991, Ph.D., Harvard University"
"Kittleson,Roger A.",Professor of History,History Department,"1985, B.A., Northwestern University","1990, M.A., University of Wisconsin, Madison","1997, Ph.D., University of Wisconsin, Madison"
"Kleiner,John E.",Professor of English,English Department,"1983, B.A., Amherst College","1988, M.A., Stanford University","1991, Ph.D., Stanford University"
"Klingenberg,Bernhard",Associate Professor of Statistics,Mathematics and Statistics,"1996, B.A., Technical University","1998, M.S., Technical University","2004, Ph.D., University of Florida"
"Knibbs,Eric C.",Assistant Professor of History and Faculty Affiliate in Religion,History Department,"2004, B.A., University of Pennsylvania",,"2009, Ph.D., Yale University"
"Kohler,Pia M.",Assistant Professor of Environmental Studies,Center for Environmental Studies,"1998, B.S., McGill University","2001, M.E.S., Yale School of Forestry&Envir","2006, Ph.D., Massachusetts Institute of Technology"
"Kohut,Thomas A.",Sue and Edgar Wachenheim III Professor of History,History Department,"1972, B.A., Oberlin College","1975, M.A., University of Minnesota","1983, Ph.D., University of Minnesota"
"Kolb,Anjuli F.",Assistant Professor of English,English Department,"2003, B.A., Columbia University","2008, M.Phil., Columbia University","2013, Ph.D., Columbia University"
"Kolbert,Elizabeth R.",Class of 1946 Environmental Fellow-in-Residence,Center for Environmental Studies,"1983, B.A., Yale University",,
"Kone,Christophe A.",Assistant Professor of German,German and Russian Department,,"2006, M.A., Universite Lumiere Lyon 2","2013, Ph.D., Rutgers University"
"Kornell,Nathan",Associate Professor of Psychology,Psychology Department,"1996, B.A., Reed College","2001, M.A., Columbia University","2005, Ph.D., Columbia University"
"Kubler,Cornelius C.",Stanfield Professor of Asian Studies,Asian Studies Department,"1972, B.A., Cornell University","1978, M.A., National Taiwan University","1981, Ph.D., Cornell University"
"Kurkowicz,Joanna","Lyell B. Clay Artist in Residence, Violin and Concertmaster, Berkshire Symphony",Music Department,,"1994, M.M., University of Massachusetts, Amherst",
"Kuster,Steven J.",Assistant Professor of Physical Education and Head Swim Coach,Athletics Department,"1993, B.A., University of Pennsylvania","1999, M.Ed., Harvard University",
"Kuttner,Kenneth N.",Chair Robert F. White Class of 1952 Professor of Economics,Economics Department,"1982, B.A., University of California, Berkeley",,"1989, Ph.D., Harvard University"
"Kwitter,Karen B.",Chair and Ebenezer Fitch Professor of Astronomy,Astronomy Department,"1972, B.A., Wellesley College","1974, M.A., University of California, Los Angeles","1979, Ph.D., University of California, Los Angeles"
"LaLumia,Sara",Associate Professor of Economics,Economics Department,"2000, B.A., Youngstown State University",,"2006, Ph.D., University of Michigan"
"Laleian,Aida",Professor of Art,Art Department,"1978, B.F.A., Art Institute of Chicago","1980, M.F.A., University of California, Davis",
"Lawrence,Edwin I.","Artist Associate in Harpsichord, Piano and Organ and Instructor in Music",Music Department,"1969, B.M., State University of New York, Fredonia",,
"Lebestky,Tim J.",Assistant Professor of Biology,Biology Department,"1995, B.S., University of Kansas",,"2002, Ph.D., University of California, Los Angeles"
"Lee,Joel G.",Assistant Professor of Anthropology,Anthropology and Sociology,"1998, B.A., Kenyon College","2008, M.A., Columbia University","2015, Ph.D., Columbia University"
"Lee,Seulghee",C3 Mellon Postdoctoral Fellow in English,English Department,"2007, B.A., Williams College",,"2014, Ph.D., University of California, Berkeley"
"Leight,Jessica E.",Assistant Professor of Economics,Economics Department,"2006, B.A., Yale University","2008, M.Phil., Oxford University","2013, Ph.D., Massachusetts Institute of Technology"
"Lemieux,Jason R.",Assistant Professor of Physical Education and Head Nordic Ski Coach,Athletics Department,"2001, B.A., Williams College",,
"Lenhart,William J.",A. Barton Hepburn Professor of Computer Science,Computer Science Department,"1977, B.S., Saint Josephs College","1979, M.A., Dartmouth College","1983, Ph.D., Dartmouth College"
"Levin,Steven P.",Professor of Art,Art Department,"1976, B.A., Reed College","1980, M.F.A., University of California, Davis",
"Levine,Kelsey",Assistant Professor of Physical Education and Head Alpine Ski Coach,Athletics Department,"2010, B.A., Williams College",,
"Levy,Zafrir",Assistant Professor of Physical Education and Head Squash Coach,Athletics Department,"2001, B.A., Williams College",,
"Lewis,Michael J.",Faison-Pierson-Stoddard Professor of Art History,Art Department,"1980, B.A., Haverford College",,"1989, Ph.D., University of Pennsylvania"
"Lewis,Scott A.",Assistant Professor of Physical Education and Director of Outing Club,Athletics Department,"1980, B.S., Stanford","1985, M.Ed., Stanford",
"Li,Nini",Visiting Lecturer in Chinese,Asian Studies Department,"2004, B.A., Shanxi Teachers University","2007, M.A., Beijing Language&Culture Uni",
"Limon,John K.",Chair and John J. Gibson Professor of English,English Department,"1974, B.A., Harvard University",,"1981, Ph.D., University of California, Berkeley"
"Lindo,Haydee M. A.",Gaius Charles Bolin Fellow in Mathematics,Mathematics and Statistics,"2008, B.A., Williams College","2012, M.S., University of Nebraska, Lincoln",
"Livingstone,Robert A.","Lecturer in Physical Education, Head Strength and Conditioning Coach",Athletics Department,"2000, B.S., Jacksonville State University","2001, M.S., Jacksonville State University",
"Loepp,Susan R.",Professor of Mathematics,Mathematics and Statistics,"1989, B.S., Bethel College",,"1994, Ph.D., University of Texas, Austin"
"Long,Margaret G.",Professor of History,History Department,"1989, B.A., Wesleyan University","1994, M.A., University of Chicago","2003, Ph.D., University of Chicago"
"Love,David A.",Associate Professor of Economics,Economics Department,"1996, B.A., University of Michigan","1998, M.A., Yale University","2003, Ph.D., Yale University"
"Lovett Jr.,Charles M.",Philip and Dorothy Schein Professor of Chemistry,Chemistry Department,"1979, B.S., California State Polytech University","1980, M.S., California State Polytech University","1985, Ph.D., Cornell University"
"Low,Peter D.",Chair and Professor of Art,Art Department,"1994, B.A., University of Toronto","1995, M.A., Johns Hopkins University","2001, Ph.D., Johns Hopkins University"
"Lynch,Daniel V.",Professor of Biology,Biology Department,"1979, B.S., University of Massachusetts, Lowell",,"1983, Ph.D., University of Texas, Austin"
"MacDonald,Michael D.",Frederick L. Schuman Professor of International Relations,Political Science Department,"1972, B.A., University of California, Berkeley","1974, M.A., University of California, Berkeley","1983, Ph.D., University of California, Berkeley"
"MacIntire,Jennifer L.",Lecturer in Biology and Chemistry,Biology Department,"1992, B.A., University of Vermont",,
"Mahon Jr.,James E.",Woodrow Wilson Professor of Political Science,Political Science Department,"1977, B.A., Dartmouth College","1983, M.A., University of California, Berkeley","1989, Ph.D., University of California, Berkeley"
"Majumder,Protik K.",Professor of Physics,Physics Department,"1982, B.S., Yale University",,"1989, Ph.D., Harvard University"
"Maloney,Katherine S.",Assistant Professor of Physical Education and Head Coach of Women's Crew,Athletics Department,"2001, B.A., University of Washington",,
"Manigault-Bryant,James A.",Associate Professor of Africana Studies and Faculty Affiliate in Anthropology and Sociology and Religion,Africana Studies,"1995, B.A., Tulane University",,"2002, Ph.D., Brown University"
"Manigault-Bryant,LeRhonda S.",Associate Professor of Africana Studies and Faculty Affiliate in Religion,Africana Studies,"1999, A.B., Duke University","2002, M.Div., Emory University","2007, Ph.D., Emory University"
"Manning,Patricia M.",Assistant Professor of Physical Education and Head Women's Basketball Coach,Athletics Department,"1977, B.S., State University of New York, Cortland","1988, M.S., Smith College",
"Marcus,George E.",Professor of Political Science,Political Science Department,"1964, B.A., Columbia University","1965, M.A., Northwestern University","1968, Ph.D., Northwestern University"
"Maroja,Luana S.",Assistant Professor of Biology,Biology Department,"1999, B.S., University Federal do Rio de Janei","2001, M.S., University Federal do Rio de Janei","2008, Ph.D., Cornell University"
"Marsit,Matthew M.",Artist-in-Residence in Winds and Director of the Wind Ensemble,Music Department,"2003, B.M., Temple University","2012, M.M., Boston Conservatory",
"Martin,Brian",Associate Professor of French and Comparative Literature,Romance Languages Department,"1993, A.B., Harvard University","1999, M.A., Harvard University","2003, Ph.D., Harvard University"
"Martinez-Raguso,Michael",Visiting Assistant Professor of Spanish,Romance Languages Department,"2006, B.A., Loyola University of Chicago","2009, M.A., Loyola University of Chicago","2015, Ph.D., State University of New York, Buffalo"
"Marvin,Martha J.",Lecturer in Neuroscience,Neuroscience Program,"1984, B.A., University of California, Berkeley",,"1995, Ph.D., Massachusetts Institute of Technology"
"Mason,Christine L.",Assistant Professor of Physical Education and Head Women's Lacrosse Coach,Athletics Department,"1978, B.S., Pennsylvania State University","1986, M.Ed., Boston University",
"McAllister,James",Chair and Fred Greene Third Century Professor of Political Science,Political Science Department,"1986, B.A., State University of New York, Buffalo","1989, M.A., Columbia University","1999, Ph.D., Columbia University"
"McCormack,George M.","Assistant Professor of Physical Education, Head Men's Lacrosse and Assistant Football Coach",Athletics Department,"1987, B.S., Ithaca College","2007, M.Ed., Boston University",
"McGowan,Elizabeth P.",Professor of Art,Art Department,"1979, B.A., Princeton University","1981, M.A., New York University Institute of Fine Arts","1983, Ph.D., New York University Institute of Fine Arts"
"McGuire,Morgan S.",Associate Professor of Computer Science,Computer Science Department,"2000, B.S., Massachusetts Institute of Technology","2003, M.S., Brown University","2006, Ph.D., Brown University"
"McPartland,Keith E.",Associate Professor of Philosophy,Philosophy Department,"1994, B.A., Rutgers University","1998, M.A., Cornell University","2007, Ph.D., Cornell University"
"McWeeny,Gage C.",Associate Professor of English,English Department,"1993, B.A., Columbia University","1998, M.A., Princeton University","2003, Ph.D., Princeton University"
"Melendy,Lisa M.","Chair, Director of Athletics and Assistant Professor in Physical Education",Athletics Department,"1982, A.B., Smith College","1985, M.S., University of Massachusetts, Amherst",
"Mellow,Nicole E.",Professor of Political Science,Political Science Department,"1992, B.A., Vassar College",,"2003, Ph.D., University of Texas, Austin"
"Merrill,Karen R.",Chair & Frederick Rudolph '42 - Class of 1965 Professor of American Culture,History Department,"1986, B.A., Oberlin College","1988, M.A., University of Denver","1994, Ph.D., University of Michigan"
"Mientkiewicz,Jason E.",Visiting Lecturer in Art,Art Department,"2011, A.B., Vassar College","2015, M.A., Williams College",
"Miles,Carolyn D.",Assistant Professor of Physical Education and Associate Director/Student Athlete Services,Athletics Department,"1998, B.S., University of New Hampshire","2008, M.S., Columbia University",
"Miller,Steven J.",Associate Professor of Mathematics,Mathematics and Statistics,"1996, B.S., Yale University","1998, M.A., Princeton University","2002, Ph.D., Princeton University"
"Mitchell,Gregory C.","Assistant Professor of Women's, Gender and Sexuality Studies and Faculty Affiliate in Anthropology/Sociology","Women, Gender & Sexuality Studies","2000, B.S., Illinois State University","2007, M.A., University of Chicago","2012, Ph.D., Northwestern University"
"Mladenovic,Bojana",Associate Professor of Philosophy,Philosophy Department,"1984, B.A., University of Belgrade","1987, M.A., McGill University","1996, Ph.D., University of California, Berkeley"
"Moher,Jeffrey S.",Visiting Assistant Professor of Psychology,Psychology Department,"2006, B.S., University of Michigan, Ann Arbor","2008, M.A., Johns Hopkins University","2011, Ph.D., Johns Hopkins University"
"Moher,Mariko",Assistant Professor of Psychology,Psychology Department,"2005, B.A., Yale University","2007, M.A., Johns Hopkins University","2011, Ph.D., Johns Hopkins University"
"Montiel,Peter J.","Fairleigh S. Dickinson, Jr. '41 Professor of Economics",Economics Department,"1973, B.A., Yale University",,"1973, Ph.D., Massachusetts Institute of Technology"
"Morales,Manuel A.",Professor of Biology,Biology Department,"1994, A.B., Kenyon College",,"1999, Ph.D., University of Connecticut"
"Morgan,Frank",Chair and Webster Atwell - Class of 1921 Professor of Mathematics,Mathematics and Statistics,"1974, B.S., Massachusetts Institute of Technology","1976, M.A., Princeton University","1977, Ph.D., Princeton University"
"Munemo,Ngonidzashe",Associate Professor of Political Science,Political Science Department,"2000, B.A., Bard College","2001, M.A., Columbia University","2008, Ph.D., Columbia University"
"Muparutsa,Tendai","Artist in Residence in African Music Performance, Lecturer in Music, Director of Zambezi, Co-Director of Kusika",Music Department,,,"2012, Ph.D., University of Alberta"
"Murphy,Peter T.",John Hawley Roberts Professor of English,English Department,"1981, B.A., Yale University",,"1986, Ph.D., Johns Hopkins University"
"Murtagh,Thomas P.",Professor of Computer Science,Computer Science Department,"1974, A.B., Princeton University","1976, M.S., Cornell University","1983, Ph.D., Cornell University"
"Mutongi,Kenda B.",Professor of History,History Department,"1989, B.A., Coe College","1993, M.A., University of Virginia","1996, Ph.D., University of Virginia"
"Nafziger,Steven E.",Associate Professor of Economics,Economics Department,"2000, B.A., Northwestern University","2002, M.A., Yale University","2003, Ph.D., Yale University"
"Nduwumwami,Asvelt J.",Instructor in Chemistry,Chemistry Department,"2013, B.A., Williams College",,
"Newman,Gail M.",Harold J. Henry Professor of German,German and Russian Department,"1976, B.A., Northwestern University","1981, M.A., University of Minnesota","1984, Ph.D., University of Minnesota"
"Nicastro,Anthony J.",Visiting Professor of Romance Languages,Romance Languages Department,"1962, B.A., New York University","1964, M.A., New York University","1971, Ph.D., Columbia University"
"Nishizaki,Michael T.",Visiting Assistant Professor of Marine Sciences,Williams-Mystic Program,"1998, B.S., University of N British Columbia","2009, M.S., University of Washington","2013, Ph.D., University of Washington"
"Njoya,Wairimu R.",Assistant Professor of Political Science,Political Science Department,"2002, B.A., Macalester College","2004, M.A., University of Amsterdam","2010, Ph.D., Rutgers University"
"Nolan Jr.,James L.",Professor of Sociology,Anthropology and Sociology,"1984, B.A., University of California, Davis","1992, M.A., University of Virginia","1995, Ph.D., University of Virginia"
"Nugent,Christopher M. B.",Associate Professor of Chinese,Asian Studies Department,"1991, B.A., Brown University",,"2004, Ph.D., Harvard University"
"Ockman,Carol J.",Professor of Art,Art Department,"1972, B.A., Stanford University","1975, M.A., Yale University","1982, Ph.D., Yale University"
"Oehlrich,Kristen L.",Postdoctoral Research Fellow in the Graduate Program in Art History,Graduate Program in Art History,"2000, B.A., State University of New York, Fredonia","2002, M.A., Stony Brook University","2013, Ph.D., Brown University"
"Olney,William W.",Assistant Professor of Economics,Economics Department,"2002, B.A., Wesleyan University",,"2010, Ph.D., University of Colorado"
"Olson Blair,Brooke Suzanne",Visiting Instructor in Chemistry,Chemistry Department,"2003, B.A., University of Saint Thomas, Housto","2005, M.S., University of California, Berkeley",
"Pacelli,Allison M.",Professor of Mathematics,Mathematics and Statistics,"1997, B.S., Union College",,"2003, Ph.D., Brown University"
"Palsson,Eyvindur A.",Assistant Professor of Mathematics,Mathematics and Statistics,"2006, B.S., University of Iceland","2009, M.S., Cornell University","2011, Ph.D., Cornell University"
"Park,Lee Y.",Professor of Chemistry,Chemistry Department,"1986, B.A., Wellesley College",,"1992, Ph.D., Massachusetts Institute of Technology"
"Park,Paul C.",Lecturer in English,English Department,"1975, B.A., Hampshire College",,
"Parra,Jamie L.",C3 Mellon Postdoctoral Fellow in American Studies,American Studies Program,"2007, B.A., New York University","2011, M.Phil., Columbia University",
"Pasachoff,Jay M.",Field Memorial Professor of Astronomy,Astronomy Department,"1963, A.B., Harvard University","1965, A.M., Harvard University","1969, Ph.D., Harvard University"
"Paul,Darel E.",Professor of Political Science,Political Science Department,"1990, B.A., University of Minnesota","1994, M.A., George Washington University","2000, Ph.D., University of Minnesota"
"Peacock-Lopez,Enrique",Professor of Chemistry,Chemistry Department,"1974, B.S., University Nac Autonoma","1976, M.S., University of California, Riverside","1982, Ph.D., University of California, San Diego"
"Pedroni,Julia A.",Lecturer in Philosophy,Philosophy Department,"1986, B.A., Wells College",,"1999, Ph.D., Georgetown University"
"Pedroni,Peter L.",Professor of Economics,Economics Department,"1986, B.A., Miami University","1993, M.A., Columbia University","1993, Ph.D., Columbia University"
"Perez Velazquez,Ileana",Professor of Music,Music Department,"1989, B.M., Higher Institute of Arts","1995, M.A., Dartmouth College","1999, D.M.A., Indiana University"
"Perez,Elena S.",Visiting Lecturer in Art,Art Department,"2011, B.F.A., Maryland Institute College of Art","2015, M.F.A., Yale University",
"Pethica,James L.",Senior Lecturer in English and Theatre,English Department,"1980, B.A., Oxford University",,"1987, Ph.D., Oxford University"
"Phelan,Gregory B.",Assistant Professor of Economics,Economics Department,"2007, B.A., Yale University","2012, M.Phil., Yale University","2014, Ph.D., Yale University"
"Pieprzak,Katarzyna M.","Chair and  Professor of Francophone Literature, French Language, and Comparative Literature",Romance Languages Department,"1995, B.A., Rice University","1998, M.A., University of Michigan","2001, Ph.D., University of Michigan"
"Pinard,Michelyne J.",Assistant Professor of Physical Education and Head Women's Soccer Coach,Athletics Department,"1998, B.A., Dartmouth College","2002, M.S., University of Pennsylvania",
"Podmore,Amy D.",Professor of Art,Art Department,"1982, B.S., State University of New York, Buffalo","1987, M.F.A., University of California, Davis",
"Prindle,Daniel E.",Visiting Instructor in Music,Music Department,"2003, B.M., Berklee College of Music","2011, M.M., University of Massachusetts, Amherst",
"Pye,Christopher L.",Class of 1924 Professor of English,English Department,"1975, B.A., Oberlin College","1977, M.A., University College","1984, Ph.D., Cornell University"
"Raab,Lawrence E.",Harry C. Payne Professor of Poetry,English Department,"1968, B.A., Middlebury College","1972, M.A., Syracuse University",
"Rai,Ashok S.",Associate Professor of Economics,Economics Department,"1992, B.A., Stanford University",,"1997, Ph.D., University of Chicago"
"Rawls,Will J.","Arthur Levitt, Jr. '52 Artist-in-Residence in Dance",Dance Department,"2000, B.A., Williams College",,
"Reinhardt,Anne",Associate Professor of History,History Department,"1990, B.A., Harvard University","1994, M.A., University of California, Berkeley","2002, Ph.D., Princeton University"
"Reinhardt,Mark T.",Class of 1956 Professor of American Civilization,Political Science Department,"1983, B.A., Wesleyan University",,"1991, Ph.D., University of California, Santa Cruz"
"Rhie,Bernard J.",Associate Professor of English,English Department,"1997, B.A., University of California, Berkeley","2001, M.A., University of Pennsylvania","2005, Ph.D., University of Pennsylvania"
"Richardson,David P.","William R. Kenan, Jr. Professor of Chemistry",Chemistry Department,"1979, B.S., University of Michigan",,"1984, Ph.D., University of California, Berkeley"
"Ringer-Hilfinger,Kathryn L.",Visiting Assistant Professor of Spanish,Romance Languages Department,"2003, B.A., State University of New York, Geneseo","2004, M.A., Middlebury College","2013, Ph.D., State University of New York, Albany"
"Roberts,Mary L.",Robert Sterling Clark Visiting Professor of Art History,Graduate Program in Art History,"1987, B.A., University of Sydney",,"1995, Ph.D., University of Melbourne"
"Roberts,Neil",Chair of Religion and Associate Professor of Africana Studies,Africana Studies,"1998, B.A., Brown University","2003, M.A., University of Chicago","2007, Ph.D., University of Chicago"
"Robin,Natalie R.",Visiting Lecturer in Theatre,Theatre Department,"2002, B.A., Columbia University","2008, M.F.A., Tisch School of Arts, New York University",
"Rodriguez,Maria T.",Gaius Charles Bolin Fellow in Art History,Art Department,"2005, B.A., Northwestern University","2011, M.A., University of Texas, Austin",
"Romero,Adam M.",C3 Mellon Postdoctoral Fellow in Environmental Studies,Center for Environmental Studies,"2005, B.A., University of California, Santa Cruz","2007, M.S., Oxford University","2015, Ph.D., University of California, Berkeley"
"Rosenheim,Shawn J.",Professor of English,English Department,"1985, B.A., Oberlin College","1988, M.A., Yale University","1993, Ph.D., Yale University"
"Rouhi,Leyla",Preston S. Parish '41 Third Century Professor of Romance Languages,Romance Languages Department,"1987, B.A., Oxford University","1988, M.A., Harvard University","1995, Ph.D., Harvard University"
"Rua,Merida M.",Associate Professor of Latina/o Studies and American Studies,Latina/o Studies Program,"1993, B.A., University of Illinois","1995, M.Ed., University of Illinois","2004, Ph.D., University of Michigan"
"Rubin,Benjamin B.",Assistant Professor of Classics,Classics Department,"2001, B.A., Macalester College",,"2008, Ph.D., University of Michigan, Ann Arbor"
"Rulikova Edwards,Marketa",Visiting Assistant Professor of Sociology,Anthropology and Sociology,"1996, B.A., University of Pardubice","1997, M.A., Central European University","2001, Ph.D., Polish Academy of Science"
"Saint-Just,Sophie F.",Visiting Assistant Professor of French Language and Francophone Cultures,Romance Languages Department,"1991, B.A., University of Paris VIII","2004, M.Phil., City University of New York","2013, Ph.D., City University of New York"
"Samson,Michael",Senior Lecturer in Economics,Economics Department,"1983, B.A., Yale University",,"1994, Ph.D., Stanford University"
"Sandstrom,Marlene J.",Hales Professor of Psychology  and Co-Director of the Williams-Exeter Programme at Oxford University,Psychology Department,"1991, B.A., Yale University","1993, M.A., Duke University","1996, Ph.D., Duke University"
"Sandstrom,Noah J.",Professor of Psychology and Co-Director of the Williams-Exeter Programme at Oxford University,Psychology Department,"1994, B.A., Knox College","1997, M.A., Duke University","1999, Ph.D., Duke University"
"Sangare,Omar A.",Associate Professor of Theatre,Theatre Department,,"1993, M.F.A., The Theatre Academy","2006, Ph.D., The Theatre Academy"
"Sarria,Alejandro",Visiting Assistant Professor of Mathematics,Mathematics and Statistics,"2008, B.S., University of New Orleans","2009, M.S., University of New Orleans","2012, Ph.D., University of New Orleans"
"Savage,Robert M.",Professor of Biology,Biology Department,"1987, B.A., Bowdoin College",,"1993, Ph.D., Wesleyan University"
"Savitsky,Kenneth K.",Professor of Psychology,Psychology Department,"1993, B.A., Indiana University",,"1997, Ph.D., Cornell University"
"Sawicki,Jana L.",Carl W. Vogt '58 Professor of Philosophy,Philosophy Department,"1974, B.A., Sweet Briar College","1978, M.A., Columbia University","1983, Ph.D., Columbia University"
"Schmidt,Lucille G.",Professor of Economics,Economics Department,"1993, A.B., Smith College","1997, M.A., University of Michigan","2003, Ph.D., University of Michigan"
"Sen,Arunava",Visiting Professor of Economics,Economics Department,"1978, B.A., University of Delhi","1980, M.A., University of Delhi","1987, Ph.D., Princeton University"
"Shaddock,Justin B.",Visiting Assistant Professor of Philosophy,Philosophy Department,"2004, B.A., University of Notre Dame",,"2011, Ph.D., University of Chicago"
"Shanks,Cheryl L.",Professor of Political Science,Political Science Department,"1983, B.A., University of California, Santa Cruz","1988, M.A., University of Michigan","1994, Ph.D., University of Michigan"
"Shepard,James R.","J. Leland Miller Professor of American History, Literature, and Eloquence",English Department,"1978, B.A., Trinity College","1980, M.F.A., Brown University",
"Shepard,Karen L.",Senior Lecturer in English,English Department,"1987, B.A., Williams College","1992, M.F.A., University of Houston",
"Sheppard,Stephen C.",Class of 2012 Professor of Economics,Economics Department,"1977, B.S., University of Utah","1979, M.A., Washington University","1984, Ph.D., Washington University"
"Sheppard,W. Anthony",Professor of Music,Music Department,"1991, B.A., Amherst College","1993, M.F.A., Princeton University","1996, Ph.D., Princeton University"
"Shevchenko,Olga",Chair and Associate Professor of Sociology,Anthropology and Sociology,"1996, B.A., Moscow State University","1997, M.A., Central European University","2002, Ph.D., University of Pennsylvania"
"Shin,Heeryoon",Visiting Assistant Professor of Art,Art Department,"2004, B.A., Seoul National University","2011, M.A., Yale University","2015, Ph.D., Yale University"
"Shoffstall,Grant W.",Visiting Assistant Professor of Sociology,Anthropology and Sociology,"2002, B.A., Illinois State University","2006, M.A., Illinois State University","2014, Ph.D., University of Illinois"
"Shore-Sheppard,Lara D.",Professor of Economics,Economics Department,"1991, B.A., Amherst College","1993, M.A., Princeton University","1996, Ph.D., Princeton University"
"Silva,Cesar E.",Hagey Family Professor of Mathematics,Mathematics and Statistics,"1977, B.S., Catholic University of Peru","1979, M.A., University of Rochester","1984, Ph.D., University of Rochester"
"Simko,Christina E.",Assistant Professor of Sociology,Anthropology and Sociology,"2005, B.A., Bridgewater College","2007, M.A., University of Virginia","2013, Ph.D., University of Virginia"
"Simpson,Marc A.",Lecturer in the Graduate Program in Art History,Graduate Program in Art History,"1975, B.A., Middlebury College","1978, M.A., Yale University","1993, Ph.D., Yale University"
"Singh,Kavita",Clark Oakley Fellow,Oakley Center for Humanities & Social Science,,"1987, M.F.A., Maharaja Sayajirao University-Ba","1996, Ph.D., Panjab University"
"Singham,Shanti M.",Professor of History,History Department,"1980, B.A., Swarthmore College","1982, M.A., Princeton University","1991, Ph.D., Princeton University"
"Siniawer,Eiko Maruko",Professor of History,History Department,"1997, B.A., Williams College","1999, M.A., Harvard University","2003, Ph.D., Harvard University"
"Smalarz,Laura A.",Assistant Professor of Psychology,Psychology Department,"2008, B.A., San Diego State University","2011, M.S., Iowa State University","2015, Ph.D., Iowa State University"
"Smesko,Kyle W.","Lecturer in Physical Education, Assistant Football Coach",Athletics Department,"1997, B.A., Allegheny College",,
"Smith,David C.",Senior Lecturer in Biology,Biology Department,"1968, B.S., Yale University",,"1977, Ph.D., University of Michigan"
"Smith,David L.",John W Chandler Professor of English,English Department,"1974, B.A., New College","1975, M.A., University of Chicago","1980, Ph.D., University of Chicago"
"Smith,Thomas E.",Professor of Chemistry,Chemistry Department,"1988, B.A., Williams College",,"1996, Ph.D., Stanford University"
"Sokolsky,Anita R.",Professor of English,English Department,"1974, B.A., Oberlin College","1979, M.A., Cornell University","1983, Ph.D., Cornell University"
"Solomon,Paul R.",Professor of Psychology,Psychology Department,"1970, B.A., State University of New York, New Paltz","1972, M.A., State University of New York, New Paltz","1975, Ph.D., University of Massachusetts, Amherst"
